#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 01 04 06 02 999 99.0 99.0  2.23 13.33  9.03 286 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 06 32 999 99.0 99.0  2.21 13.33  9.12 291 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 07 02 999 99.0 99.0  2.41 13.33  9.54 287 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 07 32 999 99.0 99.0  2.13 12.50  9.26 290 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 08 02 999 99.0 99.0  2.40 11.76  9.39 284 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 08 32 999 99.0 99.0  2.33 11.76  9.45 290 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 09 02 999 99.0 99.0  2.16 12.50  9.48 283 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 09 32 999 99.0 99.0  2.41 11.76  9.75 290 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 10 02 999 99.0 99.0  2.38 12.50  9.33 289 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 10 32 999 99.0 99.0  2.20 11.76  9.12 289 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 11 02 999 99.0 99.0  2.45 12.50  9.78 287 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 11 32 999 99.0 99.0  2.03 13.33  9.28 284 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 12 02 999 99.0 99.0  2.06 11.11  9.39 293 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 12 32 999 99.0 99.0  2.04 13.33  9.66 290 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 13 02 999 99.0 99.0  1.78 12.50  9.19 289 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 13 32 999 99.0 99.0  1.81 11.76  9.40 291 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 14 02 999 99.0 99.0  1.87 13.33  9.39 296 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 14 32 999 99.0 99.0  1.95 20.00  9.82 294 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 15 02 999 99.0 99.0  1.95 14.29  9.84 289 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 15 32 999 99.0 99.0  1.93 13.33  9.63 301 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 16 02 999 99.0 99.0  1.97 14.29  9.75 293 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 16 32 999 99.0 99.0  1.93 14.29 10.17 291 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 17 02 999 99.0 99.0  1.88 12.50  9.83 286 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 17 32 999 99.0 99.0  1.92 20.00  9.91 294 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 18 02 999 99.0 99.0  1.77 15.38  9.05 269 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 18 32 999 99.0 99.0  1.96 16.67  9.95 291 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 19 02 999 99.0 99.0  1.97 20.00 10.30 297 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 04 19 32 999 99.0 99.0  2.02 13.33 10.50 290 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 04 20 02 999 99.0 99.0  1.97 16.67 10.48 296 9999.0 999.0  12.2 999.0 99.0 99.00
2011 01 04 20 32 999 99.0 99.0  1.94 20.00 10.70 290 9999.0 999.0  12.3 999.0 99.0 99.00
2011 01 04 21 02 999 99.0 99.0  2.05 16.67 11.44 300 9999.0 999.0  12.5 999.0 99.0 99.00
2011 01 04 21 32 999 99.0 99.0  2.26 18.18 12.21 298 9999.0 999.0  12.6 999.0 99.0 99.00
2011 01 04 22 02 999 99.0 99.0  2.18 16.67 12.12 297 9999.0 999.0  12.6 999.0 99.0 99.00
2011 01 04 22 32 999 99.0 99.0  2.27 15.38 12.47 294 9999.0 999.0  12.7 999.0 99.0 99.00
2011 01 04 23 02 999 99.0 99.0  2.22 15.38 12.30 284 9999.0 999.0  12.6 999.0 99.0 99.00
2011 01 04 23 32 999 99.0 99.0  2.32 15.38 12.48 289 9999.0 999.0  12.5 999.0 99.0 99.00
2011 01 05 00 02 999 99.0 99.0  2.46 15.38 12.98 284 9999.0 999.0  12.4 999.0 99.0 99.00
2011 01 05 00 32 999 99.0 99.0  2.51 18.18 13.25 291 9999.0 999.0  12.2 999.0 99.0 99.00
2011 01 05 01 02 999 99.0 99.0  2.66 18.18 13.28 290 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 05 01 32 999 99.0 99.0  2.59 15.38 12.80 283 9999.0 999.0  12.1 999.0 99.0 99.00
2011 01 05 02 02 999 99.0 99.0  2.39 14.29 12.47 297 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 05 02 32 999 99.0 99.0  2.85 15.38 13.51 290 9999.0 999.0  12.0 999.0 99.0 99.00
2011 01 05 03 02 999 99.0 99.0  2.80 16.67 13.22 293 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 05 03 32 999 99.0 99.0  2.53 15.38 13.18 298 9999.0 999.0  11.9 999.0 99.0 99.00
2011 01 05 04 02 999 99.0 99.0  2.65 15.38 13.28 293 9999.0 999.0  11.9 999.0 99.0 99.00
